20,1200,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,pop1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0533","pop1","499","499","501","499","502","502","500","499","499","498","500","499","498","499","503","502","506","502","500","500","499","499","498","502","506","503","501","501","502","501","499","500","500","501","501","500","502","502","499","501"
"0534","pop1","499","499","500","500","502","501","500","499","498","497","499","499","500","498","502","502","505","505","497","501","499","499","502","502","503","499","501","502","502","502","498","501","499","499","499","499","504","504","501","501"
"0535","pop1","499","500","500","503","501","501","499","501","500","498","500","500","500","500","501","502","505","501","500","500","499","499","497","499","503","503","501","501","502","501","500","498","503","503","499","500","502","504","500","501"
"0536","pop1","499","501","500","499","502","503","499","499","500","499","500","498","500","500","501","502","504","505","500","501","499","500","498","502","505","505","502","502","500","500","499","498","503","499","499","499","502","504","499","501"
"0537","pop1","499","501","499","499","502","503","500","500","500","499","500","500","500","500","501","502","504","506","500","500","499","499","499","502","506","504","503","503","503","501","499","499","500","499","499","500","504","503","499","501"
"0538","pop1","498","500","501","499","501","501","500","498","500","501","500","500","500","498","501","498","505","502","500","499","500","500","497","498","505","505","501","501","502","503","500","501","500","501","499","500","497","506","499","501"
"0539","pop1","499","501","500","503","502","501","500","499","499","498","500","499","500","499","501","499","505","505","500","499","499","500","498","500","505","505","502","502","501","501","499","500","503","503","499","500","502","504","499","499"
"0540","pop1","498","501","500","503","502","502","499","499","497","497","500","500","500","502","503","501","505","503","500","500","499","499","502","502","505","503","502","503","502","500","500","498","499","502","500","497","502","497","499","501"
"0541","pop1","498","500","501","499","501","500","499","498","498","498","499","499","500","499","503","502","505","502","498","500","503","500","497","502","505","505","501","501","500","500","499","498","500","503","497","498","502","498","501","497"
"0542","pop1","498","501","503","502","501","503","500","499","500","499","498","498","500","499","503","501","506","501","500","501","503","500","497","502","505","504","501","500","502","500","500","500","499","502","500","498","497","498","499","498"
"0543","pop1","499","501","500","499","501","503","499","499","499","498","500","501","500","502","503","502","505","501","500","501","499","500","499","498","505","505","502","503","502","500","500","498","499","502","501","500","498","504","500","499"
"0544","pop1","499","501","500","504","502","500","499","499","500","499","500","500","500","501","502","502","504","502","500","500","499","500","497","502","505","505","501","503","502","502","499","498","499","502","499","500","497","497","499","501"
"0545","pop1","498","499","500","501","502","502","499","502","497","497","500","500","500","499","503","502","505","505","498","501","499","499","499","502","505","504","502","502","502","503","499","498","499","501","499","497","503","506","499","501"
"0546","pop1","498","499","500","501","502","503","499","499","500","498","500","500","499","499","503","502","502","500","500","500","499","497","497","502","504","504","501","502","501","501","499","500","499","499","499","499","498","498","500","499"
"0547","pop1","499","499","500","502","502","500","500","499","500","497","499","499","500","499","503","502","504","502","500","502","499","499","497","502","506","504","501","501","502","502","499","498","499","499","499","499","502","498","500","500"
"0548","pop1","498","501","503","504","502","501","500","499","498","497","500","499","499","499","503","502","505","502","500","500","499","503","497","498","504","504","501","501","500","501","499","499","503","501","499","499","502","502","500","499"
"0549","pop1","498","499","503","504","502","502","499","502","498","497","500","499","500","499","503","501","502","501","498","501","499","499","497","501","505","504","502","503","502","502","500","500","499","502","497","498","502","504","500","499"
"0550","pop1","498","501","501","504","501","500","499","499","498","498","500","500","500","499","502","502","500","500","497","495","499","497","499","498","505","503","501","501","500","501","499","498","499","499","497","498","502","497","499","501"
"0551","pop1","499","501","499","499","502","502","500","502","498","497","500","497","500","500","501","501","505","503","498","500","499","500","498","498","505","499","502","503","500","501","498","498","503","502","499","500","502","503","500","497"
"0552","pop1","501","501","503","503","502","502","500","499","500","498","499","501","501","502","501","498","504","501","500","495","499","499","497","502","503","503","501","502","501","501","500","498","499","501","501","499","498","504","501","501"
"0553","pop1","498","501","503","504","502","503","499","499","500","500","500","499","500","500","502","502","502","502","495","501","499","503","499","499","505","505","501","503","502","502","498","498","499","502","499","500","502","497","499","496"
"0554","pop1","501","501","500","500","502","501","499","499","500","497","500","499","500","498","501","502","502","503","502","503","499","499","497","499","505","505","501","501","502","502","498","498","499","501","501","499","502","502","499","501"
"0555","pop1","499","499","500","500","502","503","499","499","500","499","500","498","500","500","502","504","504","502","500","501","499","501","499","499","505","505","502","503","502","503","500","498","500","499","499","498","502","497","499","501"
"0556","pop1","501","502","500","504","502","502","499","499","499","499","500","499","501","497","502","498","502","500","498","502","499","500","497","497","505","503","501","501","502","502","500","500","499","501","499","498","502","498","500","501"
"0557","pop1","499","501","500","499","502","502","502","502","500","499","500","499","499","499","503","499","505","502","495","502","499","501","497","502","505","504","502","503","502","503","499","498","502","501","499","499","502","506","500","501"
"0558","pop1","499","500","500","500","502","503","499","499","500","497","500","499","500","501","501","499","505","502","498","495","499","500","499","502","505","503","501","501","502","503","499","498","500","499","499","500","498","504","501","497"
"0559","pop1","498","498","499","504","502","500","500","499","500","497","500","499","500","500","503","502","502","501","500","497","499","499","500","500","505","505","501","502","502","500","498","498","504","504","499","500","502","503","501","496"
"0560","pop1","499","501","499","504","502","501","500","499","500","497","500","499","500","500","503","501","505","502","497","495","499","500","497","499","505","504","501","501","502","500","500","498","500","501","499","500","502","497","501","501"
"0561","pop1","498","499","500","500","502","501","500","500","499","498","500","500","500","502","501","501","502","502","501","501","499","500","499","501","505","505","501","501","502","500","498","498","503","501","500","497","502","502","499","499"
"0562","pop1","498","499","499","504","501","503","499","499","499","498","499","498","499","499","503","502","502","501","495","502","500","501","499","500","505","505","501","501","502","502","500","501","499","502","501","499","502","504","499","501"
"0563","pop1","501","501","500","502","502","502","500","499","500","497","500","500","500","498","501","502","504","502","500","495","499","500","498","498","506","505","503","500","502","502","499","500","503","501","498","498","497","498","501","497"
"0564","pop1","498","499","501","499","502","502","499","499","498","497","500","499","500","500","501","502","505","502","500","495","500","500","499","500","505","499","501","501","502","500","500","501","503","501","500","498","502","502","500","501"
"0565","pop1","498","499","499","499","502","500","499","499","500","497","500","500","500","500","502","502","505","501","500","500","499","499","502","502","505","505","501","500","502","501","499","498","503","502","499","498","497","498","499","501"
"0566","pop1","499","499","501","501","503","500","500","499","499","497","500","500","500","500","502","499","505","502","500","501","499","499","499","502","505","505","501","501","502","502","499","498","500","499","500","497","502","502","500","499"
"0567","pop1","499","499","500","499","502","502","500","499","499","498","500","499","500","499","501","501","502","503","500","500","499","499","499","498","505","505","501","501","502","500","499","499","499","501","499","500","502","498","500","499"
"0568","pop1","498","498","501","499","501","501","500","499","500","497","500","499","500","501","503","502","505","502","498","502","499","500","499","502","505","505","501","501","502","500","500","498","503","501","501","498","502","504","499","499"
"0569","pop1","498","498","500","501","502","501","499","499","500","500","500","500","501","497","503","503","504","502","500","502","499","500","497","499","504","504","501","503","502","500","500","498","500","501","500","497","502","497","499","501"
"0570","pop1","499","501","500","504","502","501","500","499","500","497","500","499","500","500","501","502","505","502","498","502","499","499","497","502","505","505","501","501","500","500","499","501","499","501","501","498","502","497","499","497"
"0571","pop1","501","501","499","499","502","500","500","501","498","497","500","499","500","499","503","501","504","502","500","501","499","503","499","502","505","503","501","503","502","502","499","500","499","499","500","498","502","498","499","499"
"0572","pop1","499","501","499","499","502","502","499","499","499","498","500","500","500","498","503","501","502","502","500","502","499","499","498","501","505","505","501","503","502","503","499","500","500","501","500","498","502","504","501","501"
"0573","pop1","498","499","500","502","501","503","500","500","500","500","500","499","500","499","501","498","505","502","498","498","499","500","499","502","505","499","501","502","502","500","500","498","503","501","499","500","498","498","500","497"
"0574","pop1","498","499","500","499","502","501","499","499","500","499","500","500","500","497","503","502","505","502","501","499","499","499","499","501","505","503","502","500","500","499","499","501","500","499","501","500","498","506","501","497"
"0575","pop1","498","501","503","504","502","501","499","499","499","498","500","499","500","500","502","502","501","501","498","501","499","500","502","500","505","505","501","503","502","502","500","498","499","499","500","500","497","498","500","501"
"0576","pop1","498","499","499","502","502","502","499","499","498","497","500","500","500","500","502","502","502","502","498","501","499","502","498","502","505","504","501","502","502","501","498","498","500","499","500","498","497","498","499","499"
"0577","pop1","498","499","503","499","502","502","500","499","499","497","500","499","500","502","501","502","505","505","500","502","499","499","502","502","503","502","501","501","502","501","499","500","503","502","501","499","502","497","501","497"
"0578","pop1","498","501","500","499","502","503","499","502","499","499","499","499","500","499","503","502","504","505","498","500","499","500","502","500","504","503","501","501","502","500","499","498","500","499","499","500","497","498","500","499"
"0579","pop1","499","501","499","502","502","502","500","499","500","500","500","500","500","500","503","503","505","502","500","502","503","503","502","502","505","504","501","501","502","500","500","498","500","499","500","500","498","503","501","496"
"0580","pop1","498","499","501","501","503","503","499","498","500","498","500","499","500","499","501","501","501","501","495","495","499","500","499","501","506","505","501","501","502","500","498","498","503","499","500","497","504","503","498","496"
"0581","pop1","501","501","500","504","501","503","499","498","499","498","500","499","500","501","501","502","502","502","497","502","503","503","497","502","505","503","501","502","502","500","498","498","500","499","499","500","502","497","499","498"
"0582","pop1","499","499","500","499","502","502","500","499","500","499","500","500","500","500","503","499","505","502","500","497","500","500","498","500","505","499","501","501","502","501","499","498","503","502","499","498","502","497","500","501"
"0583","pop1","499","501","500","499","502","502","500","500","497","497","500","499","500","499","501","502","505","502","500","501","499","499","502","501","505","505","501","503","502","501","499","500","500","501","499","499","502","503","500","499"
"0584","pop1","498","501","499","504","502","503","500","499","498","498","500","499","500","500","503","501","506","502","500","495","499","503","502","500","505","504","503","500","502","500","499","498","500","500","501","497","498","503","499","499"
"0585","pop1","499","501","500","501","501","500","500","502","500","498","500","500","499","499","502","499","506","502","495","495","499","499","497","498","505","505","501","501","502","500","499","500","499","504","501","501","502","502","499","499"
"0586","pop1","499","503","499","499","502","502","499","499","499","497","499","499","500","501","501","502","502","502","498","502","499","503","498","502","506","505","501","502","502","503","500","498","503","502","501","499","498","503","500","499"
"0587","pop1","498","498","499","499","502","502","499","499","500","498","500","499","499","499","502","499","504","505","500","500","499","500","499","502","505","503","501","502","502","502","499","498","503","504","500","498","502","498","500","497"
"0588","pop1","498","501","500","500","502","502","499","498","498","498","500","499","500","502","503","503","504","505","501","501","500","500","499","502","505","505","501","503","500","501","498","498","499","502","499","500","503","503","501","498"
"0589","pop1","499","499","500","501","502","502","500","499","498","497","500","499","500","499","503","502","505","502","500","500","499","499","496","497","505","503","501","501","502","501","498","498","503","504","499","500","497","498","501","497"
"0590","pop1","499","501","500","500","502","502","499","499","500","499","499","498","500","500","503","502","502","501","498","500","499","497","498","498","505","499","501","503","502","502","498","501","503","503","501","500","502","497","499","501"
"0591","pop1","498","499","501","503","502","501","499","502","497","497","500","499","500","500","502","502","502","503","500","500","499","500","497","502","503","499","501","501","502","500","497","498","503","499","499","498","502","497","501","497"
"0592","pop1","499","499","501","499","502","503","499","499","500","498","500","498","497","497","503","503","506","501","500","501","503","503","496","498","505","505","501","502","503","500","499","500","500","502","501","500","502","497","500","501"
"0593","pop1","498","500","503","499","502","502","499","499","500","498","500","499","500","498","501","502","504","505","498","500","499","503","497","502","505","504","501","502","502","503","500","498","500","499","500","500","498","498","500","500"
"0594","pop1","499","501","500","500","502","501","500","499","500","500","500","500","500","500","503","502","505","502","500","497","499","497","499","498","506","503","501","502","500","500","497","500","500","499","499","500","497","504","501","497"
"0595","pop1","498","501","501","499","502","501","500","499","498","498","500","499","497","497","503","502","505","505","500","500","499","500","498","498","505","503","501","503","500","500","499","500","500","501","498","498","497","504","500","501"
"0596","pop1","498","500","499","502","503","503","500","500","500","500","500","500","500","500","503","502","505","502","500","495","499","500","499","502","505","503","501","502","502","502","500","498","500","504","500","500","502","504","499","501"
"0597","pop1","498","501","501","499","502","501","500","499","500","498","500","499","500","500","502","502","504","503","495","501","499","499","499","498","505","503","501","500","500","501","499","500","500","503","500","500","502","498","499","501"
"0598","pop1","498","499","499","499","502","502","500","498","500","499","499","499","500","497","501","501","505","500","500","501","499","500","499","502","506","505","502","503","502","500","499","501","503","501","500","498","502","498","500","501"
"0599","pop1","498","501","501","505","502","502","500","499","500","499","500","500","500","501","503","501","504","502","500","495","499","501","499","498","505","505","501","501","502","500","500","498","499","499","501","500","504","503","500","501"
"0600","pop1","498","502","500","501","502","502","499","499","499","498","500","499","500","498","503","501","504","501","500","500","499","504","499","502","505","503","501","501","502","503","499","498","499","502","499","499","502","497","499","499"
"0601","pop1","498","501","500","499","502","501","499","499","498","497","500","499","500","500","501","502","505","502","500","501","500","501","499","498","505","503","501","501","500","501","500","498","500","503","499","497","502","503","501","498"
"0602","pop1","499","501","499","504","502","502","500","499","499","498","500","499","500","498","503","498","505","501","500","501","499","501","497","500","505","505","501","502","502","503","500","500","501","504","499","497","498","504","500","500"
"0603","pop1","499","499","501","502","502","501","499","499","500","498","500","499","500","500","502","502","504","505","500","501","499","499","498","498","505","505","502","503","502","502","500","500","500","499","499","499","502","502","499","501"
"0604","pop1","501","501","500","499","502","503","499","502","499","498","500","500","498","501","503","502","504","506","497","501","499","500","499","498","505","504","501","501","503","500","500","498","499","499","500","498","497","503","501","497"
"0605","pop1","498","498","501","504","502","503","499","499","500","499","499","499","501","499","503","503","501","503","500","495","499","500","497","498","505","503","502","503","500","501","497","498","500","501","500","500","502","497","499","501"
"0606","pop1","501","501","500","504","502","502","499","501","500","497","500","498","500","498","501","502","506","502","500","501","500","500","499","499","505","505","502","500","502","501","499","499","499","504","499","498","498","503","500","496"
"0607","pop1","499","501","500","503","502","503","500","499","498","497","499","498","500","500","503","503","504","504","502","501","499","499","499","498","505","503","502","503","502","503","498","498","503","499","500","498","498","503","499","501"
"0608","pop1","501","501","503","499","503","500","500","500","499","499","500","500","500","501","501","501","502","501","500","502","499","499","499","502","505","505","501","501","502","500","500","498","499","502","499","500","497","504","501","497"
"0609","pop1","498","499","501","499","502","502","499","499","500","499","500","499","499","497","502","502","502","503","498","501","499","503","499","498","505","503","501","501","502","500","498","498","503","501","499","500","498","504","500","497"
"0610","pop1","499","500","500","504","502","500","499","502","500","497","500","499","500","500","503","502","505","502","500","500","503","500","499","502","506","505","501","501","502","500","500","498","499","499","500","498","498","498","499","501"
"0611","pop1","498","498","499","504","503","500","499","502","500","499","500","500","500","499","501","502","506","502","498","500","499","500","502","502","505","503","501","501","500","500","499","500","500","499","500","500","497","503","499","501"
"0612","pop1","498","498","500","499","502","502","499","499","498","498","500","500","499","499","501","501","503","500","500","495","499","499","498","498","505","505","501","501","502","501","500","498","500","501","500","500","502","498","499","501"
"0613","pop1","498","501","500","502","502","503","500","499","499","498","500","499","500","499","503","502","504","502","500","502","499","498","502","501","505","505","501","503","500","501","499","498","500","500","499","498","502","504","500","499"
"0614","pop1","498","498","500","499","502","501","499","499","499","499","500","499","500","500","501","499","504","502","495","495","499","501","497","498","505","503","501","501","502","502","498","498","503","501","499","499","497","498","500","497"
"0615","pop1","498","499","500","500","501","503","500","500","498","498","500","499","500","500","503","499","505","506","495","502","503","498","502","500","505","504","501","501","503","501","498","501","500","503","499","499","502","504","500","501"
"0616","pop1","498","499","500","499","502","502","499","499","498","498","499","499","500","502","501","502","505","506","500","501","500","502","499","499","505","505","501","501","502","501","500","498","502","501","497","498","497","504","500","499"
"0617","pop1","499","501","500","503","502","503","500","498","500","498","500","499","501","501","501","502","506","502","497","502","503","500","502","502","506","504","502","502","502","500","499","497","502","502","499","497","502","504","500","499"
"0618","pop1","498","499","499","499","502","503","499","499","499","497","499","499","500","500","501","501","505","502","500","497","499","499","499","498","504","503","501","502","502","502","497","500","499","501","501","499","502","497","501","501"
"0619","pop1","498","501","500","501","502","502","500","499","499","499","500","500","498","501","501","501","505","505","500","500","499","499","497","497","505","505","501","501","503","500","499","500","499","501","499","499","502","504","500","498"
"0620","pop1","498","500","501","504","502","502","499","499","499","498","499","499","500","501","501","502","502","503","498","501","499","503","497","498","505","505","503","500","503","500","499","499","500","499","499","500","497","498","499","501"
"0621","pop1","499","501","499","504","502","502","500","499","500","498","500","500","500","500","501","501","504","502","500","501","499","502","502","502","505","499","501","501","502","501","498","498","500","503","500","500","503","503","500","501"
"0622","pop1","498","501","501","501","501","500","500","499","500","497","500","499","498","498","502","499","505","505","498","501","499","499","498","500","505","503","502","502","502","503","500","498","503","499","500","498","502","504","500","499"
"0623","pop1","499","501","500","500","502","502","500","500","499","498","500","499","500","501","503","502","502","502","498","495","499","503","496","497","505","505","501","501","502","500","499","498","501","501","500","500","502","497","500","497"
"0624","pop1","498","498","501","499","502","502","499","499","499","498","500","500","500","500","501","502","504","503","500","502","499","499","497","498","505","503","501","502","502","502","498","498","499","501","497","498","498","503","501","501"
"0625","pop1","501","501","501","501","502","501","500","499","500","498","499","499","500","500","502","499","505","506","497","495","499","500","499","498","505","504","501","503","502","501","499","499","501","501","500","498","502","497","499","501"
"0626","pop1","499","501","501","502","500","500","499","498","498","498","500","499","500","500","501","502","502","500","498","500","500","498","502","501","505","499","501","501","500","501","498","498","499","499","501","500","497","496","499","499"
"0627","pop1","499","499","500","501","502","502","499","499","499","499","500","499","499","502","501","502","506","503","500","502","499","499","498","502","505","502","501","504","502","503","499","498","502","501","501","497","502","502","501","501"
"0628","pop1","498","498","500","499","502","501","499","499","500","500","500","499","499","499","501","502","505","501","500","502","499","503","498","502","505","499","501","501","502","502","499","500","503","503","501","500","497","504","499","499"
"0629","pop1","498","503","501","503","501","501","500","499","500","498","500","500","500","500","503","503","504","505","500","501","499","503","497","502","506","505","501","503","501","501","498","498","503","501","499","498","502","504","500","501"
"0630","pop1","499","501","500","504","502","501","499","501","498","497","500","499","500","500","502","498","502","500","500","500","499","503","498","500","505","504","501","502","502","500","499","500","503","502","500","498","497","503","501","501"
"0631","pop1","498","501","500","502","502","503","499","499","500","499","500","498","500","499","501","500","505","502","500","495","500","502","498","498","505","504","501","502","502","501","499","497","503","499","499","498","502","497","501","498"
"0632","pop1","498","499","500","499","502","500","500","502","498","498","500","499","502","502","501","499","502","501","500","501","500","497","496","499","506","499","501","501","502","500","499","498","503","501","499","498","502","503","500","498"
"0633","pop1","498","499","503","499","502","502","500","499","500","498","500","498","500","500","502","502","504","504","500","495","503","500","497","502","506","504","501","501","502","500","498","498","500","502","499","499","502","504","500","497"
"0634","pop1","499","501","500","499","502","501","499","499","499","498","500","500","501","499","502","498","504","502","498","501","500","497","499","502","505","503","501","502","502","501","498","498","503","499","501","500","502","502","499","501"
"0635","pop1","498","499","501","504","502","502","499","499","500","497","500","500","500","500","501","501","505","502","500","502","499","497","499","498","506","505","501","502","502","501","500","498","500","499","500","497","502","498","499","501"
"0636","pop1","498","499","500","499","502","502","499","499","500","497","500","500","500","500","501","502","504","501","498","500","499","500","498","498","504","503","501","502","502","501","498","498","500","503","497","497","504","503","501","497"
"0637","pop1","499","499","500","502","502","500","499","502","500","499","500","499","499","497","503","502","504","504","500","495","499","499","502","502","505","505","501","501","502","500","499","497","503","499","497","498","502","497","500","499"
"0638","pop1","501","500","500","499","501","503","500","499","499","498","500","501","500","499","501","501","505","502","500","500","500","502","499","502","505","505","501","502","502","502","499","498","500","500","497","498","502","498","500","501"
"0639","pop1","498","498","502","502","501","503","499","502","498","498","500","499","500","501","503","503","504","505","500","495","499","499","499","502","505","505","501","500","500","500","499","500","500","500","499","498","502","498","500","499"
"0640","pop1","501","501","499","499","502","502","499","502","499","498","500","501","500","502","503","501","504","504","501","503","503","500","502","501","505","504","502","502","502","502","500","498","500","499","500","500","498","503","497","498"
"0641","pop1","498","499","503","499","501","503","499","498","500","497","499","498","500","502","501","502","505","506","495","501","499","499","497","498","506","503","501","501","502","503","498","498","499","502","499","500","502","498","501","501"
"0642","pop1","499","499","500","504","502","500","499","498","499","499","500","499","500","498","502","502","504","502","498","500","499","500","500","500","505","503","501","500","502","503","499","500","499","502","500","498","502","498","501","497"
"0643","pop1","499","501","499","499","502","502","499","499","499","499","500","499","500","498","501","499","505","503","502","501","499","501","498","502","506","505","501","502","502","500","500","500","499","499","501","499","502","497","501","501"
"0644","pop1","499","501","500","504","502","501","499","499","499","498","500","500","500","500","498","504","504","501","500","502","499","500","497","501","506","503","501","502","500","501","498","498","500","502","497","498","502","502","499","499"
"0645","pop1","498","499","500","499","502","503","500","499","498","497","499","499","500","500","503","503","502","502","498","501","499","500","499","498","505","499","501","502","502","501","499","500","499","499","499","497","498","498","501","501"
"0646","pop1","501","501","500","503","502","502","499","499","500","498","500","499","498","501","503","501","502","502","498","501","499","499","498","498","505","504","502","503","502","500","498","498","503","502","499","500","497","506","500","501"
"0647","pop1","498","500","499","502","502","502","500","499","499","499","500","500","500","497","502","502","504","503","500","495","503","500","499","501","505","503","501","503","502","503","500","498","503","502","501","500","502","497","497","497"
"0648","pop1","499","501","503","499","502","502","500","499","500","498","500","499","500","499","503","502","504","506","497","495","499","503","499","500","505","505","502","502","502","500","500","500","503","501","498","498","502","504","500","499"
"0649","pop1","499","499","500","499","501","503","499","499","500","498","498","497","498","498","502","502","505","506","500","500","500","501","499","502","505","505","501","501","502","501","499","500","499","502","500","498","504","503","499","501"
"0650","pop1","498","500","500","501","502","502","499","499","499","498","500","500","500","500","501","498","502","502","498","500","499","500","499","500","506","499","501","502","503","503","499","500","503","501","501","499","502","502","500","501"
"0651","pop1","498","501","503","502","502","502","499","501","500","500","499","499","500","500","502","498","505","502","498","497","499","499","499","502","505","499","501","501","503","500","499","500","500","499","499","500","502","502","501","501"
"0652","pop1","498","500","500","499","502","502","499","502","500","498","500","499","500","500","501","499","506","506","500","503","499","499","499","499","504","504","501","502","502","502","500","500","499","502","499","500","498","498","499","501"
"0653","pop1","498","499","499","502","502","502","499","499","498","497","500","499","500","500","501","499","506","502","498","500","499","503","497","498","505","503","501","501","502","503","499","498","500","499","501","499","502","498","500","501"
"0654","pop1","498","501","500","502","502","502","499","502","500","497","500","500","500","499","501","502","505","501","498","500","500","498","498","502","504","504","501","503","502","502","498","498","503","502","499","498","502","498","501","497"
"0655","pop1","498","499","501","501","501","503","500","502","500","498","500","500","500","499","501","502","504","502","495","501","503","500","498","498","505","499","502","503","502","500","499","500","500","502","499","500","498","504","499","498"
"0656","pop1","498","501","500","499","502","500","499","499","500","499","500","499","500","499","503","500","505","502","498","500","499","500","497","499","505","505","502","502","502","501","500","498","503","502","499","500","502","498","500","499"
"0657","pop1","499","501","500","499","502","501","499","499","500","498","499","499","500","498","502","502","505","501","498","500","499","500","499","500","505","505","502","503","502","503","500","498","503","502","499","496","497","504","499","498"
"0658","pop1","498","499","500","502","502","501","499","499","500","498","500","499","500","501","503","501","504","501","500","500","499","500","497","502","504","503","501","501","503","500","500","498","503","499","501","500","502","502","500","501"
"0659","pop1","498","501","501","499","502","502","500","499","500","500","500","499","500","497","503","502","504","505","500","500","499","500","499","502","505","505","501","502","502","503","499","501","499","499","500","498","498","504","501","501"
"0660","pop1","498","501","500","501","502","502","499","501","499","498","500","499","498","501","502","502","502","500","500","501","499","499","499","502","504","504","502","503","502","501","500","498","499","499","501","499","502","497","499","501"
"0661","pop1","499","501","503","504","503","500","499","499","499","498","500","499","500","498","503","499","502","503","498","500","499","501","502","501","505","505","501","500","502","503","500","500","500","499","501","501","497","497","501","498"
"0662","pop1","499","501","500","501","502","502","499","499","500","498","499","498","500","499","503","501","505","503","500","495","499","498","499","501","505","499","501","503","502","501","499","498","499","501","499","500","498","506","500","501"
"0663","pop1","499","502","500","503","502","502","500","499","499","499","500","498","500","500","503","502","504","501","500","501","499","500","502","501","505","503","502","503","502","501","500","500","499","499","501","500","502","503","501","496"
"0664","pop1","498","499","500","501","502","501","500","499","500","499","500","499","500","499","503","501","504","502","500","500","500","500","497","501","505","505","501","501","502","500","499","500","503","499","497","498","502","497","500","499"
"0665","pop1","499","500","500","501","501","503","499","499","499","498","500","500","500","501","503","501","502","501","500","500","499","501","499","498","505","504","501","502","502","501","498","501","502","504","500","500","497","503","499","501"
"0666","pop1","499","501","503","504","502","501","500","499","500","500","500","499","500","501","503","501","505","502","500","501","499","499","497","502","505","499","501","502","503","501","499","498","500","503","501","498","502","498","499","501"
"0667","pop1","499","500","500","499","501","501","499","499","498","498","500","499","500","502","501","499","505","502","500","502","499","499","502","500","505","505","501","501","500","500","500","498","502","501","499","500","502","503","500","497"
"0668","pop1","498","499","500","499","502","503","500","499","499","498","499","499","500","498","501","501","505","502","498","502","499","503","502","500","505","505","501","501","502","500","498","498","503","499","499","498","502","504","500","500"
"0669","pop1","499","500","500","499","502","502","499","499","499","498","500","500","500","502","502","502","505","505","498","500","499","499","497","499","505","503","501","503","500","500","498","498","500","502","500","497","502","497","499","497"
"0670","pop1","498","501","500","499","502","502","500","502","499","498","500","499","500","501","501","499","505","502","498","497","499","500","498","502","504","504","501","501","502","502","500","498","500","501","499","500","504","496","500","501"
"0671","pop1","501","501","501","499","502","503","499","502","499","498","500","500","500","501","501","502","502","501","495","502","499","500","499","499","505","503","501","503","500","500","500","498","499","502","500","500","502","497","499","501"
"0672","pop1","501","501","499","502","502","502","500","500","500","497","500","498","502","497","503","501","504","500","500","500","499","499","502","502","505","499","502","502","502","501","499","498","503","501","497","498","497","506","499","498"
"0673","pop1","498","499","502","504","502","503","499","501","499","497","500","498","501","499","501","499","504","502","500","502","499","499","498","502","505","505","501","502","500","501","498","501","500","500","500","498","504","504","500","496"
"0674","pop1","498","500","500","499","501","500","499","499","499","498","500","499","500","498","502","502","506","506","498","500","499","503","497","498","505","504","501","502","502","502","499","499","500","501","499","500","497","497","499","496"
"0675","pop1","499","501","500","503","502","502","500","500","499","498","500","498","500","499","501","501","505","502","500","497","499","499","497","499","506","504","501","501","500","500","498","498","499","501","500","498","502","498","500","501"
"0676","pop1","498","501","500","502","502","503","499","499","500","498","499","499","501","497","501","502","502","501","500","501","503","497","499","498","505","504","501","502","502","502","500","498","499","501","500","500","502","504","501","502"
"0677","pop1","498","499","503","499","502","502","499","499","500","497","500","499","500","500","503","502","506","502","500","501","499","500","496","498","505","505","501","503","502","502","500","498","503","502","501","501","504","504","501","497"
"0678","pop1","498","498","501","499","502","501","499","499","500","499","500","499","501","502","501","502","504","505","497","495","500","501","496","498","505","499","501","502","500","500","499","499","500","499","499","500","497","497","501","501"
"0679","pop1","499","499","500","501","502","502","499","499","497","497","500","500","498","497","503","503","504","501","500","500","499","499","497","499","505","504","501","502","503","501","499","500","503","499","499","500","497","498","499","499"
"0680","pop1","499","499","500","499","501","501","499","499","499","497","500","499","498","499","503","498","504","504","500","495","500","498","497","501","505","505","501","501","503","501","498","498","499","502","499","500","504","503","501","497"
"0681","pop1","501","501","500","503","502","501","500","499","500","499","500","499","498","501","503","502","504","501","500","501","499","499","497","498","505","505","501","502","502","500","499","498","500","500","500","498","502","498","499","497"
"0682","pop1","498","500","500","499","502","503","500","499","499","497","500","500","500","499","503","503","504","502","500","495","499","500","498","502","506","503","502","503","502","503","498","498","501","501","500","500","502","498","501","501"
"0683","pop1","498","501","499","499","502","500","500","499","498","498","500","500","500","500","501","502","505","502","500","502","499","500","499","502","505","505","501","500","503","500","498","498","503","499","499","500","498","504","501","501"
"0684","pop1","499","501","501","499","502","501","500","499","498","498","500","500","500","501","503","501","502","501","497","501","499","503","499","498","503","499","502","504","502","500","500","500","500","501","499","500","497","497","500","497"
"0685","pop1","499","502","501","499","502","501","500","499","500","500","500","499","500","501","501","501","504","504","498","500","503","503","499","502","505","503","502","503","503","500","499","498","499","504","500","497","502","498","500","497"
"0686","pop1","498","502","499","499","502","503","499","499","500","497","500","500","500","501","501","502","505","502","495","501","503","500","496","500","505","504","501","503","501","501","499","500","499","502","499","500","502","504","497","498"
"0687","pop1","499","499","500","501","502","502","500","502","499","498","500","499","499","499","501","502","505","502","500","500","503","500","496","498","505","504","501","502","502","500","497","498","499","502","501","499","502","497","500","497"
"0688","pop1","499","501","500","499","502","502","499","499","498","498","500","499","500","499","501","502","504","505","497","502","499","499","498","501","505","505","501","503","501","501","499","499","500","501","501","500","502","504","499","501"
